sessid,subjid,channo,clusid,sitename,regionname,hemisphere,clustype
11,32,11,1,LAH,HC,L,SU
11,32,11,2,LAH,HC,L,SU
11,32,11,3,LAH,HC,L,SU
11,32,11,4,LAH,HC,L,MU
11,32,13,1,LAH,HC,L,MU
11,32,17,1,RA,AM,R,MU
11,32,18,1,RA,AM,R,SU
11,32,18,2,RA,AM,R,SU
11,32,20,1,RA,AM,R,MU
11,32,21,1,RA,AM,R,MU
11,32,22,1,RA,AM,R,SU
11,32,22,2,RA,AM,R,SU
11,32,23,1,RA,AM,R,MU
11,32,26,1,RAH,HC,R,MU
11,32,30,1,RAH,HC,R,MU
11,32,31,1,RAH,HC,R,MU
12,32,3,1,LA,AM,L,SU
12,32,4,1,LA,AM,L,MU
12,32,4,2,LA,AM,L,SU
12,32,5,1,LA,AM,L,MU
12,32,6,1,LA,AM,L,MU
12,32,7,1,LA,AM,L,MU
12,32,8,1,LA,AM,L,SU
12,32,8,2,LA,AM,L,MU
12,32,8,3,LA,AM,L,MU
12,32,10,1,LAH,HC,L,SU
12,32,11,1,LAH,HC,L,SU
12,32,11,2,LAH,HC,L,MU
12,32,13,1,LAH,HC,L,MU
12,32,15,2,LAH,HC,L,MU
12,32,16,3,LAH,HC,L,SU
13,33,1,1,LA,AM,L,SU
13,33,1,2,LA,AM,L,MU
13,33,1,3,LA,AM,L,SU
13,33,1,4,LA,AM,L,SU
13,33,2,1,LA,AM,L,MU
13,33,2,2,LA,AM,L,MU
13,33,2,3,LA,AM,L,SU
13,33,2,4,LA,AM,L,SU
13,33,3,1,LA,AM,L,MU
13,33,3,2,LA,AM,L,SU
13,33,4,1,LA,AM,L,SU
13,33,4,3,LA,AM,L,SU
13,33,4,4,LA,AM,L,SU
13,33,4,5,LA,AM,L,SU
13,33,5,1,LA,AM,L,SU
13,33,5,2,LA,AM,L,MU
13,33,5,3,LA,AM,L,MU
13,33,6,1,LA,AM,L,SU
13,33,6,2,LA,AM,L,MU
13,33,6,3,LA,AM,L,SU
13,33,6,4,LA,AM,L,SU
13,33,7,1,LA,AM,L,MU
13,33,7,2,LA,AM,L,MU
13,33,7,3,LA,AM,L,SU
13,33,7,4,LA,AM,L,SU
13,33,8,1,LA,AM,L,MU
13,33,8,2,LA,AM,L,SU
13,33,10,1,LAH,HC,L,SU
13,33,12,1,LAH,HC,L,MU
13,33,12,2,LAH,HC,L,MU
13,33,13,1,LAH,HC,L,MU
13,33,15,1,LAH,HC,L,MU
13,33,17,1,LEC,EC,L,SU
13,33,17,2,LEC,EC,L,MU
13,33,17,3,LEC,EC,L,SU
13,33,17,4,LEC,EC,L,SU
13,33,18,1,LEC,EC,L,MU
13,33,18,2,LEC,EC,L,MU
13,33,18,3,LEC,EC,L,SU
13,33,18,4,LEC,EC,L,SU
13,33,19,1,LEC,EC,L,MU
13,33,19,3,LEC,EC,L,SU
13,33,20,1,LEC,EC,L,MU
13,33,20,2,LEC,EC,L,SU
13,33,21,1,LEC,EC,L,MU
13,33,21,2,LEC,EC,L,MU
13,33,21,3,LEC,EC,L,MU
13,33,21,4,LEC,EC,L,SU
13,33,22,1,LEC,EC,L,MU
13,33,22,2,LEC,EC,L,SU
13,33,23,1,LEC,EC,L,MU
13,33,23,2,LEC,EC,L,MU
13,33,23,3,LEC,EC,L,SU
13,33,24,1,LEC,EC,L,MU
13,33,24,2,LEC,EC,L,SU
13,33,24,3,LEC,EC,L,MU
13,33,24,4,LEC,EC,L,MU
13,33,26,1,LMH,HC,L,MU
13,33,27,1,LMH,HC,L,SU
13,33,27,2,LMH,HC,L,MU
13,33,32,1,LMH,HC,L,MU
13,33,34,1,LPHC,PHC,L,SU
13,33,40,1,LPHC,PHC,L,SU
13,33,40,2,LPHC,PHC,L,MU
13,33,40,3,LPHC,PHC,L,SU
13,33,40,4,LPHC,PHC,L,SU
13,33,41,1,RA,AM,R,MU
13,33,42,1,RA,AM,R,MU
13,33,43,1,RA,AM,R,SU
13,33,43,2,RA,AM,R,MU
13,33,43,3,RA,AM,R,MU
13,33,44,1,RA,AM,R,MU
13,33,44,2,RA,AM,R,MU
13,33,45,1,RA,AM,R,MU
13,33,46,1,RA,AM,R,MU
13,33,47,1,RA,AM,R,MU
13,33,48,1,RA,AM,R,MU
13,33,48,2,RA,AM,R,MU
13,33,49,1,RAH,HC,R,MU
13,33,50,1,RAH,HC,R,MU
13,33,50,2,RAH,HC,R,MU
13,33,51,1,RAH,HC,R,MU
13,33,51,2,RAH,HC,R,SU
13,33,51,3,RAH,HC,R,MU
13,33,54,1,RAH,HC,R,SU
13,33,54,2,RAH,HC,R,SU
13,33,54,3,RAH,HC,R,MU
13,33,54,4,RAH,HC,R,SU
13,33,55,1,RAH,HC,R,MU
13,33,55,2,RAH,HC,R,MU
13,33,55,3,RAH,HC,R,SU
13,33,58,1,REC,EC,R,SU
13,33,58,2,REC,EC,R,MU
13,33,58,3,REC,EC,R,SU
13,33,58,4,REC,EC,R,MU
13,33,60,1,REC,EC,R,MU
13,33,60,2,REC,EC,R,SU
13,33,60,3,REC,EC,R,SU
13,33,60,4,REC,EC,R,SU
13,33,60,5,REC,EC,R,SU
13,33,60,6,REC,EC,R,SU
13,33,62,1,REC,EC,R,MU
13,33,62,2,REC,EC,R,MU
13,33,65,1,RMH,HC,R,SU
13,33,65,2,RMH,HC,R,MU
13,33,65,3,RMH,HC,R,MU
13,33,65,6,RMH,HC,R,MU
13,33,66,1,RMH,HC,R,MU
13,33,67,1,RMH,HC,R,MU
13,33,67,2,RMH,HC,R,MU
13,33,68,1,RMH,HC,R,MU
13,33,68,2,RMH,HC,R,SU
13,33,68,3,RMH,HC,R,MU
13,33,68,4,RMH,HC,R,SU
13,33,68,5,RMH,HC,R,SU
13,33,68,6,RMH,HC,R,SU
13,33,68,7,RMH,HC,R,SU
13,33,69,1,RMH,HC,R,MU
13,33,69,2,RMH,HC,R,SU
13,33,69,3,RMH,HC,R,MU
13,33,69,4,RMH,HC,R,SU
13,33,69,5,RMH,HC,R,MU
13,33,69,6,RMH,HC,R,MU
13,33,69,7,RMH,HC,R,SU
13,33,70,1,RMH,HC,R,SU
13,33,70,2,RMH,HC,R,MU
13,33,70,3,RMH,HC,R,SU
13,33,71,1,RMH,HC,R,MU
13,33,72,1,RMH,HC,R,MU
13,33,73,1,RPHC,PHC,R,SU
13,33,73,2,RPHC,PHC,R,SU
13,33,75,1,RPHC,PHC,R,MU
13,33,78,1,RPHC,PHC,R,SU
13,33,79,1,RPHC,PHC,R,MU
13,33,80,1,RPHC,PHC,R,SU
14,33,1,1,LA,AM,L,MU
14,33,1,2,LA,AM,L,SU
14,33,3,1,LA,AM,L,MU
14,33,4,1,LA,AM,L,SU
14,33,4,2,LA,AM,L,SU
14,33,4,3,LA,AM,L,MU
14,33,4,4,LA,AM,L,SU
14,33,5,1,LA,AM,L,MU
14,33,6,1,LA,AM,L,MU
14,33,7,1,LA,AM,L,SU
14,33,7,2,LA,AM,L,MU
14,33,7,3,LA,AM,L,SU
14,33,8,1,LA,AM,L,SU
14,33,8,2,LA,AM,L,SU
14,33,8,3,LA,AM,L,SU
14,33,9,1,LAH,HC,L,MU
14,33,10,1,LAH,HC,L,MU
14,33,11,1,LAH,HC,L,MU
14,33,12,1,LAH,HC,L,MU
14,33,13,1,LAH,HC,L,MU
14,33,14,1,LAH,HC,L,MU
14,33,15,1,LAH,HC,L,MU
14,33,16,1,LAH,HC,L,MU
14,33,17,1,LEC,EC,L,SU
14,33,17,2,LEC,EC,L,MU
14,33,17,3,LEC,EC,L,MU
14,33,17,4,LEC,EC,L,SU
14,33,17,5,LEC,EC,L,SU
14,33,18,1,LEC,EC,L,MU
14,33,20,1,LEC,EC,L,MU
14,33,20,2,LEC,EC,L,SU
14,33,20,3,LEC,EC,L,SU
14,33,22,1,LEC,EC,L,SU
14,33,22,2,LEC,EC,L,MU
14,33,23,1,LEC,EC,L,MU
14,33,26,1,LMH,HC,L,MU
14,33,26,2,LMH,HC,L,MU
14,33,26,3,LMH,HC,L,SU
14,33,29,1,LMH,HC,L,MU
14,33,35,1,LPHC,PHC,L,SU
14,33,40,1,LPHC,PHC,L,SU
14,33,40,2,LPHC,PHC,L,MU
14,33,41,1,RA,AM,R,MU
14,33,42,1,RA,AM,R,MU
14,33,43,1,RA,AM,R,MU
14,33,44,1,RA,AM,R,MU
14,33,45,1,RA,AM,R,MU
14,33,46,1,RA,AM,R,MU
14,33,47,1,RA,AM,R,MU
14,33,47,2,RA,AM,R,MU
14,33,48,1,RA,AM,R,MU
14,33,49,1,RAH,HC,R,MU
14,33,50,1,RAH,HC,R,SU
14,33,50,2,RAH,HC,R,MU
14,33,50,3,RAH,HC,R,MU
14,33,50,4,RAH,HC,R,MU
14,33,51,1,RAH,HC,R,MU
14,33,51,2,RAH,HC,R,SU
14,33,51,3,RAH,HC,R,MU
14,33,52,1,RAH,HC,R,MU
14,33,53,1,RAH,HC,R,MU
14,33,54,1,RAH,HC,R,MU
14,33,55,1,RAH,HC,R,MU
14,33,55,2,RAH,HC,R,SU
14,33,55,3,RAH,HC,R,MU
14,33,56,1,RAH,HC,R,MU
14,33,58,1,REC,EC,R,MU
14,33,58,2,REC,EC,R,SU
14,33,58,3,REC,EC,R,MU
14,33,58,4,REC,EC,R,SU
14,33,60,1,REC,EC,R,MU
14,33,60,2,REC,EC,R,SU
14,33,60,3,REC,EC,R,MU
14,33,60,4,REC,EC,R,SU
14,33,60,5,REC,EC,R,SU
14,33,62,1,REC,EC,R,MU
14,33,62,2,REC,EC,R,MU
14,33,62,3,REC,EC,R,SU
14,33,62,4,REC,EC,R,SU
14,33,62,5,REC,EC,R,MU
14,33,62,6,REC,EC,R,MU
14,33,62,7,REC,EC,R,MU
14,33,67,1,RMH,HC,R,MU
14,33,67,2,RMH,HC,R,MU
14,33,67,3,RMH,HC,R,MU
14,33,68,1,RMH,HC,R,SU
14,33,68,2,RMH,HC,R,SU
14,33,68,3,RMH,HC,R,SU
14,33,68,4,RMH,HC,R,MU
14,33,68,5,RMH,HC,R,MU
14,33,68,6,RMH,HC,R,MU
14,33,69,1,RMH,HC,R,MU
14,33,69,2,RMH,HC,R,MU
14,33,69,3,RMH,HC,R,MU
14,33,69,4,RMH,HC,R,MU
14,33,70,1,RMH,HC,R,MU
14,33,70,2,RMH,HC,R,MU
14,33,70,3,RMH,HC,R,MU
14,33,71,1,RMH,HC,R,SU
14,33,71,2,RMH,HC,R,SU
14,33,71,3,RMH,HC,R,SU
14,33,71,4,RMH,HC,R,SU
14,33,71,5,RMH,HC,R,MU
14,33,73,1,RPHC,PHC,R,SU
14,33,73,2,RPHC,PHC,R,SU
14,33,73,3,RPHC,PHC,R,SU
14,33,73,4,RPHC,PHC,R,SU
14,33,73,5,RPHC,PHC,R,SU
14,33,73,6,RPHC,PHC,R,SU
14,33,75,1,RPHC,PHC,R,SU
14,33,75,2,RPHC,PHC,R,SU
14,33,75,3,RPHC,PHC,R,MU
14,33,75,4,RPHC,PHC,R,SU
14,33,76,1,RPHC,PHC,R,MU
15,34,2,1,LA,AM,L,MU
15,34,2,2,LA,AM,L,MU
15,34,2,3,LA,AM,L,MU
15,34,6,1,LA,AM,L,SU
15,34,6,2,LA,AM,L,SU
15,34,6,3,LA,AM,L,SU
15,34,6,4,LA,AM,L,MU
15,34,8,1,LA,AM,L,SU
15,34,8,2,LA,AM,L,MU
15,34,8,3,LA,AM,L,SU
15,34,8,4,LA,AM,L,SU
15,34,8,5,LA,AM,L,MU
15,34,8,6,LA,AM,L,MU
15,34,17,2,LEC,EC,L,MU
15,34,20,1,LEC,EC,L,MU
15,34,21,1,LEC,EC,L,MU
15,34,26,1,LMH,HC,L,SU
15,34,26,2,LMH,HC,L,SU
15,34,26,3,LMH,HC,L,MU
15,34,26,4,LMH,HC,L,SU
15,34,27,1,LMH,HC,L,SU
15,34,27,2,LMH,HC,L,SU
15,34,27,3,LMH,HC,L,MU
15,34,27,4,LMH,HC,L,SU
15,34,28,1,LMH,HC,L,MU
15,34,28,2,LMH,HC,L,SU
15,34,28,3,LMH,HC,L,MU
15,34,28,4,LMH,HC,L,SU
15,34,30,1,LMH,HC,L,SU
15,34,30,2,LMH,HC,L,SU
15,34,30,3,LMH,HC,L,MU
15,34,30,4,LMH,HC,L,MU
15,34,31,1,LMH,HC,L,MU
15,34,32,1,LMH,HC,L,MU
15,34,34,1,LPH,HC,L,MU
15,34,34,2,LPH,HC,L,MU
15,34,34,3,LPH,HC,L,SU
15,34,35,1,LPH,HC,L,SU
15,34,35,2,LPH,HC,L,MU
15,34,35,3,LPH,HC,L,SU
15,34,38,1,LPH,HC,L,SU
15,34,38,2,LPH,HC,L,MU
15,34,40,1,LPH,HC,L,SU
15,34,40,2,LPH,HC,L,MU
15,34,42,1,LPHC,PHC,L,SU
15,34,42,2,LPHC,PHC,L,MU
15,34,42,3,LPHC,PHC,L,MU
15,34,43,1,LPHC,PHC,L,MU
15,34,47,1,LPHC,PHC,L,SU
15,34,47,2,LPHC,PHC,L,MU
15,34,47,3,LPHC,PHC,L,MU
15,34,47,4,LPHC,PHC,L,SU
15,34,48,1,LPHC,PHC,L,MU
15,34,49,1,RA,AM,R,SU
15,34,49,2,RA,AM,R,MU
15,34,50,1,RA,AM,R,MU
15,34,50,2,RA,AM,R,SU
15,34,53,1,RA,AM,R,MU
15,34,53,2,RA,AM,R,SU
15,34,54,1,RA,AM,R,SU
15,34,54,2,RA,AM,R,MU
15,34,54,3,RA,AM,R,SU
15,34,56,1,RA,AM,R,MU
15,34,57,1,RAH,HC,R,MU
15,34,57,2,RAH,HC,R,SU
15,34,58,1,RAH,HC,R,MU
15,34,58,2,RAH,HC,R,SU
15,34,59,1,RAH,HC,R,SU
15,34,60,1,RAH,HC,R,SU
15,34,60,2,RAH,HC,R,SU
15,34,60,3,RAH,HC,R,SU
15,34,62,1,RAH,HC,R,MU
15,34,62,2,RAH,HC,R,MU
15,34,62,3,RAH,HC,R,MU
15,34,62,4,RAH,HC,R,SU
15,34,62,5,RAH,HC,R,SU
15,34,63,1,RAH,HC,R,SU
15,34,63,2,RAH,HC,R,MU
15,34,63,3,RAH,HC,R,MU
15,34,65,1,REC,EC,R,MU
15,34,65,2,REC,EC,R,MU
15,34,65,3,REC,EC,R,MU
15,34,65,4,REC,EC,R,SU
15,34,66,1,REC,EC,R,MU
15,34,66,2,REC,EC,R,SU
15,34,70,1,REC,EC,R,MU
15,34,70,2,REC,EC,R,SU
15,34,70,3,REC,EC,R,MU
15,34,70,4,REC,EC,R,SU
15,34,74,1,RMH,HC,R,MU
15,34,74,2,RMH,HC,R,SU
15,34,75,1,RMH,HC,R,MU
15,34,77,1,RMH,HC,R,MU
15,34,78,1,RMH,HC,R,MU
15,34,79,1,RMH,HC,R,MU
15,34,80,1,RMH,HC,R,MU
15,34,80,2,RMH,HC,R,SU
15,34,81,1,RPH,HC,R,MU
15,34,82,1,RPH,HC,R,MU
15,34,82,2,RPH,HC,R,MU
15,34,82,3,RPH,HC,R,SU
15,34,82,4,RPH,HC,R,SU
15,34,83,1,RPH,HC,R,SU
15,34,83,2,RPH,HC,R,MU
15,34,84,1,RPH,HC,R,MU
15,34,84,2,RPH,HC,R,SU
15,34,84,3,RPH,HC,R,MU
15,34,84,4,RPH,HC,R,MU
15,34,85,1,RPH,HC,R,MU
15,34,85,2,RPH,HC,R,SU
15,34,85,3,RPH,HC,R,SU
15,34,87,1,RPH,HC,R,MU
15,34,89,1,RPHC,PHC,R,SU
15,34,89,2,RPHC,PHC,R,SU
15,34,89,3,RPHC,PHC,R,SU
15,34,89,4,RPHC,PHC,R,SU
15,34,89,5,RPHC,PHC,R,MU
15,34,90,1,RPHC,PHC,R,MU
15,34,91,1,RPHC,PHC,R,MU
15,34,91,2,RPHC,PHC,R,MU
15,34,91,3,RPHC,PHC,R,SU
15,34,92,1,RPHC,PHC,R,MU
15,34,93,1,RPHC,PHC,R,MU
15,34,94,1,RPHC,PHC,R,MU
15,34,95,1,RPHC,PHC,R,MU
15,34,96,1,RPHC,PHC,R,MU
16,34,2,1,LA,AM,L,MU
16,34,2,2,LA,AM,L,MU
16,34,2,3,LA,AM,L,SU
16,34,4,1,LA,AM,L,MU
16,34,6,1,LA,AM,L,MU
16,34,6,2,LA,AM,L,MU
16,34,6,3,LA,AM,L,MU
16,34,6,4,LA,AM,L,SU
16,34,6,5,LA,AM,L,SU
16,34,8,1,LA,AM,L,MU
16,34,8,2,LA,AM,L,SU
16,34,8,3,LA,AM,L,SU
16,34,8,4,LA,AM,L,MU
16,34,8,5,LA,AM,L,MU
16,34,8,6,LA,AM,L,MU
16,34,25,1,LMH,HC,L,MU
16,34,26,1,LMH,HC,L,MU
16,34,27,1,LMH,HC,L,MU
16,34,27,3,LMH,HC,L,SU
16,34,28,1,LMH,HC,L,SU
16,34,28,2,LMH,HC,L,MU
16,34,28,3,LMH,HC,L,MU
16,34,28,4,LMH,HC,L,SU
16,34,28,5,LMH,HC,L,SU
16,34,30,1,LMH,HC,L,SU
16,34,30,2,LMH,HC,L,SU
16,34,30,3,LMH,HC,L,MU
16,34,30,4,LMH,HC,L,SU
16,34,30,5,LMH,HC,L,SU
16,34,33,1,LPH,HC,L,MU
16,34,33,2,LPH,HC,L,MU
16,34,33,3,LPH,HC,L,MU
16,34,34,1,LPH,HC,L,MU
16,34,34,2,LPH,HC,L,SU
16,34,35,1,LPH,HC,L,MU
16,34,35,2,LPH,HC,L,SU
16,34,35,3,LPH,HC,L,MU
16,34,36,1,LPH,HC,L,SU
16,34,36,2,LPH,HC,L,MU
16,34,36,3,LPH,HC,L,SU
16,34,38,1,LPH,HC,L,SU
16,34,38,2,LPH,HC,L,SU
16,34,39,1,LPH,HC,L,SU
16,34,39,2,LPH,HC,L,SU
16,34,39,3,LPH,HC,L,SU
16,34,39,4,LPH,HC,L,MU
16,34,40,1,LPH,HC,L,MU
16,34,42,1,LPHC,PHC,L,MU
16,34,43,1,LPHC,PHC,L,MU
16,34,47,1,LPHC,PHC,L,MU
16,34,47,2,LPHC,PHC,L,SU
16,34,47,3,LPHC,PHC,L,MU
16,34,49,1,RA,AM,R,SU
16,34,49,2,RA,AM,R,MU
16,34,49,3,RA,AM,R,SU
16,34,49,4,RA,AM,R,SU
16,34,50,1,RA,AM,R,MU
16,34,52,1,RA,AM,R,MU
16,34,52,2,RA,AM,R,SU
16,34,56,1,RA,AM,R,MU
16,34,56,2,RA,AM,R,SU
16,34,57,1,RAH,HC,R,SU
16,34,57,2,RAH,HC,R,MU
16,34,57,3,RAH,HC,R,SU
16,34,58,1,RAH,HC,R,MU
16,34,58,2,RAH,HC,R,MU
16,34,59,1,RAH,HC,R,MU
16,34,59,2,RAH,HC,R,SU
16,34,59,3,RAH,HC,R,MU
16,34,60,1,RAH,HC,R,MU
16,34,60,2,RAH,HC,R,SU
16,34,60,3,RAH,HC,R,MU
16,34,62,1,RAH,HC,R,MU
16,34,62,2,RAH,HC,R,SU
16,34,62,3,RAH,HC,R,SU
16,34,62,4,RAH,HC,R,SU
16,34,63,1,RAH,HC,R,MU
16,34,63,2,RAH,HC,R,SU
16,34,63,3,RAH,HC,R,SU
16,34,63,4,RAH,HC,R,SU
16,34,65,1,REC,EC,R,MU
16,34,65,2,REC,EC,R,MU
16,34,65,3,REC,EC,R,MU
16,34,66,1,REC,EC,R,MU
16,34,66,2,REC,EC,R,SU
16,34,70,1,REC,EC,R,MU
16,34,70,2,REC,EC,R,SU
16,34,70,3,REC,EC,R,MU
16,34,70,4,REC,EC,R,MU
16,34,70,5,REC,EC,R,SU
16,34,74,1,RMH,HC,R,SU
16,34,74,2,RMH,HC,R,SU
16,34,74,3,RMH,HC,R,SU
16,34,74,4,RMH,HC,R,MU
16,34,74,5,RMH,HC,R,SU
16,34,75,1,RMH,HC,R,SU
16,34,75,2,RMH,HC,R,MU
16,34,75,3,RMH,HC,R,MU
16,34,75,4,RMH,HC,R,SU
16,34,78,1,RMH,HC,R,MU
16,34,79,1,RMH,HC,R,MU
16,34,80,1,RMH,HC,R,MU
16,34,80,2,RMH,HC,R,MU
16,34,80,3,RMH,HC,R,SU
16,34,81,1,RPH,HC,R,MU
16,34,82,1,RPH,HC,R,MU
16,34,83,1,RPH,HC,R,SU
16,34,83,2,RPH,HC,R,MU
16,34,83,3,RPH,HC,R,SU
16,34,83,4,RPH,HC,R,SU
16,34,84,1,RPH,HC,R,MU
16,34,85,1,RPH,HC,R,MU
16,34,85,2,RPH,HC,R,MU
16,34,85,3,RPH,HC,R,SU
16,34,85,4,RPH,HC,R,MU
16,34,87,1,RPH,HC,R,MU
16,34,89,1,RPHC,PHC,R,MU
16,34,91,1,RPHC,PHC,R,MU
16,34,91,2,RPHC,PHC,R,MU
16,34,91,3,RPHC,PHC,R,MU
16,34,92,1,RPHC,PHC,R,MU
16,34,94,1,RPHC,PHC,R,SU
16,34,94,2,RPHC,PHC,R,SU
16,34,95,1,RPHC,PHC,R,MU
16,34,95,2,RPHC,PHC,R,MU
16,34,95,3,RPHC,PHC,R,MU
17,34,2,1,LA,AM,L,MU
17,34,2,2,LA,AM,L,MU
17,34,2,3,LA,AM,L,MU
17,34,2,4,LA,AM,L,SU
17,34,6,1,LA,AM,L,MU
17,34,6,2,LA,AM,L,MU
17,34,6,3,LA,AM,L,MU
17,34,8,1,LA,AM,L,MU
17,34,26,1,LMH,HC,L,MU
17,34,27,2,LMH,HC,L,SU
17,34,28,1,LMH,HC,L,SU
17,34,28,2,LMH,HC,L,MU
17,34,28,3,LMH,HC,L,SU
17,34,30,1,LMH,HC,L,SU
17,34,34,1,LPH,HC,L,MU
17,34,34,2,LPH,HC,L,MU
17,34,35,1,LPH,HC,L,MU
17,34,35,2,LPH,HC,L,MU
17,34,36,1,LPH,HC,L,MU
17,34,36,2,LPH,HC,L,MU
17,34,38,1,LPH,HC,L,MU
17,34,39,1,LPH,HC,L,MU
17,34,39,2,LPH,HC,L,MU
17,34,47,1,LPHC,PHC,L,MU
17,34,47,2,LPHC,PHC,L,SU
17,34,47,3,LPHC,PHC,L,SU
17,34,49,1,RA,AM,R,SU
17,34,49,2,RA,AM,R,SU
17,34,49,3,RA,AM,R,MU
17,34,50,1,RA,AM,R,SU
17,34,50,2,RA,AM,R,MU
17,34,50,3,RA,AM,R,SU
17,34,50,4,RA,AM,R,SU
17,34,51,1,RA,AM,R,MU
17,34,51,2,RA,AM,R,MU
17,34,51,3,RA,AM,R,SU
17,34,52,1,RA,AM,R,MU
17,34,55,1,RA,AM,R,MU
17,34,56,1,RA,AM,R,MU
17,34,56,2,RA,AM,R,SU
17,34,57,1,RAH,HC,R,MU
17,34,57,2,RAH,HC,R,MU
17,34,59,1,RAH,HC,R,MU
17,34,59,2,RAH,HC,R,MU
17,34,60,1,RAH,HC,R,MU
17,34,60,2,RAH,HC,R,MU
17,34,60,3,RAH,HC,R,MU
17,34,61,1,RAH,HC,R,MU
17,34,61,2,RAH,HC,R,MU
17,34,61,3,RAH,HC,R,MU
17,34,62,1,RAH,HC,R,MU
17,34,62,2,RAH,HC,R,MU
17,34,62,3,RAH,HC,R,SU
17,34,62,4,RAH,HC,R,SU
17,34,63,1,RAH,HC,R,SU
17,34,63,2,RAH,HC,R,MU
17,34,63,3,RAH,HC,R,SU
17,34,63,4,RAH,HC,R,MU
17,34,65,1,REC,EC,R,MU
17,34,65,2,REC,EC,R,SU
17,34,66,1,REC,EC,R,MU
17,34,66,2,REC,EC,R,SU
17,34,69,1,REC,EC,R,MU
17,34,69,2,REC,EC,R,SU
17,34,70,1,REC,EC,R,MU
17,34,70,2,REC,EC,R,SU
17,34,70,3,REC,EC,R,MU
17,34,74,1,RMH,HC,R,SU
17,34,74,2,RMH,HC,R,MU
17,34,74,3,RMH,HC,R,SU
17,34,74,4,RMH,HC,R,MU
17,34,75,1,RMH,HC,R,MU
17,34,76,1,RMH,HC,R,MU
17,34,78,1,RMH,HC,R,SU
17,34,78,2,RMH,HC,R,MU
17,34,79,1,RMH,HC,R,MU
17,34,80,1,RMH,HC,R,MU
17,34,81,1,RPH,HC,R,MU
17,34,81,2,RPH,HC,R,SU
17,34,81,3,RPH,HC,R,SU
17,34,83,1,RPH,HC,R,SU
17,34,83,2,RPH,HC,R,MU
17,34,83,3,RPH,HC,R,MU
17,34,84,1,RPH,HC,R,MU
17,34,85,1,RPH,HC,R,MU
17,34,85,2,RPH,HC,R,SU
17,34,89,1,RPHC,PHC,R,MU
17,34,91,1,RPHC,PHC,R,MU
17,34,91,2,RPHC,PHC,R,MU
17,34,91,3,RPHC,PHC,R,MU
17,34,95,1,RPHC,PHC,R,MU
17,34,95,2,RPHC,PHC,R,MU
17,34,95,3,RPHC,PHC,R,MU
18,34,4,1,LA,AM,L,MU
18,34,4,2,LA,AM,L,MU
18,34,4,3,LA,AM,L,SU
18,34,6,1,LA,AM,L,SU
18,34,6,2,LA,AM,L,MU
18,34,8,1,LA,AM,L,MU
18,34,8,2,LA,AM,L,MU
18,34,9,1,LAH,HC,L,MU
18,34,10,1,LAH,HC,L,MU
18,34,11,1,LAH,HC,L,MU
18,34,12,1,LAH,HC,L,MU
18,34,13,1,LAH,HC,L,MU
18,34,14,1,LAH,HC,L,MU
18,34,15,1,LAH,HC,L,MU
18,34,16,1,LAH,HC,L,MU
18,34,26,1,LMH,HC,L,MU
18,34,27,1,LMH,HC,L,MU
18,34,27,2,LMH,HC,L,SU
18,34,28,1,LMH,HC,L,MU
18,34,30,1,LMH,HC,L,MU
18,34,30,3,LMH,HC,L,SU
18,34,32,1,LMH,HC,L,SU
18,34,32,2,LMH,HC,L,MU
18,34,32,3,LMH,HC,L,SU
18,34,34,1,LPH,HC,L,MU
18,34,35,1,LPH,HC,L,MU
18,34,39,1,LPH,HC,L,MU
18,34,39,2,LPH,HC,L,MU
18,34,39,3,LPH,HC,L,SU
18,34,39,4,LPH,HC,L,MU
18,34,49,1,RA,AM,R,MU
18,34,49,2,RA,AM,R,SU
18,34,50,1,RA,AM,R,MU
18,34,50,2,RA,AM,R,MU
18,34,51,1,RA,AM,R,MU
18,34,52,1,RA,AM,R,MU
18,34,52,2,RA,AM,R,SU
18,34,52,3,RA,AM,R,SU
18,34,52,4,RA,AM,R,SU
18,34,53,1,RA,AM,R,MU
18,34,53,2,RA,AM,R,SU
18,34,53,3,RA,AM,R,SU
18,34,54,1,RA,AM,R,SU
18,34,54,2,RA,AM,R,SU
18,34,56,1,RA,AM,R,SU
18,34,56,2,RA,AM,R,SU
18,34,56,3,RA,AM,R,MU
18,34,57,1,RAH,HC,R,SU
18,34,57,2,RAH,HC,R,MU
18,34,57,3,RAH,HC,R,MU
18,34,58,1,RAH,HC,R,MU
18,34,60,1,RAH,HC,R,SU
18,34,60,2,RAH,HC,R,SU
18,34,60,3,RAH,HC,R,MU
18,34,61,1,RAH,HC,R,SU
18,34,61,2,RAH,HC,R,MU
18,34,61,3,RAH,HC,R,MU
18,34,62,1,RAH,HC,R,MU
18,34,62,2,RAH,HC,R,MU
18,34,62,3,RAH,HC,R,MU
18,34,63,1,RAH,HC,R,SU
18,34,63,2,RAH,HC,R,MU
18,34,63,3,RAH,HC,R,MU
18,34,64,1,RAH,HC,R,MU
18,34,65,1,REC,EC,R,MU
18,34,65,2,REC,EC,R,MU
18,34,65,3,REC,EC,R,SU
18,34,65,4,REC,EC,R,SU
18,34,66,1,REC,EC,R,MU
18,34,66,2,REC,EC,R,SU
18,34,69,1,REC,EC,R,SU
18,34,69,2,REC,EC,R,MU
18,34,69,3,REC,EC,R,SU
18,34,70,1,REC,EC,R,MU
18,34,70,2,REC,EC,R,MU
18,34,70,3,REC,EC,R,SU
18,34,73,1,RMH,HC,R,MU
18,34,74,1,RMH,HC,R,SU
